Timestamp,System_Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Command
17025.256715875,1689476961,1292453.0,-1333249.0,1046066.0,382278.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.256901916,1689476961,1272686.0,-1331363.0,1040003.0,380271.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.264702375,1689476961,1286528.0,-1330392.0,1048087.0,384479.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.264881333,1689476961,1308466.0,-1332146.0,1054879.0,386925.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.271079375,1689476961,1296561.0,-1333355.0,1047180.0,382621.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.271281583,1689476961,1273913.0,-1331951.0,1039721.0,379764.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.280617541,1689476961,1282216.0,-1329614.0,1046706.0,383992.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.280856916,1689476961,1306682.0,-1331259.0,1055303.0,387321.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.286955416,1689476961,1300804.0,-1333151.0,1049349.0,383684.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.287126166,1689476961,1277016.0,-1331567.0,1040494.0,380120.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.292932291,1689476961,1278061.0,-1330901.0,1043782.0,381904.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.293096416,1689476961,1303031.0,-1331512.0,1053750.0,386564.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.301057083,1689476961,1304496.0,-1333047.0,1051274.0,384652.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.307351791,1689476961,1279684.0,-1332429.0,1041233.0,380140.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.307697708,1689476961,1274197.0,-1331564.0,1041797.0,380726.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.323757583,1689476961,1298424.0,-1332081.0,1052206.0,385483.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.324205791,1689476961,1306348.0,-1333712.0,1052483.0,384859.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.33978275,1689476961,1283856.0,-1332401.0,1043028.0,380899.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.340202875,1689476961,1273205.0,-1330479.0,1041807.0,381270.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.367357833,1689476961,1294626.0,-1330476.0,1051836.0,385882.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.373517375,1689476961,1308629.0,-1332567.0,1054633.0,386149.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.373788958,1689476961,1288170.0,-1333179.0,1044411.0,380948.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.383922375,1689476961,1272124.0,-1331324.0,1040183.0,380105.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.384169875,1689476961,1289554.0,-1330902.0,1049468.0,384811.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.390216041,1689476961,1308623.0,-1332843.0,1055021.0,386480.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.390673875,1689476961,1292618.0,-1333772.0,1046105.0,381675.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.40208,1689476961,1272646.0,-1331686.0,1040118.0,379886.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.402410958,1689476961,1284927.0,-1330724.0,1047866.0,384033.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.408259666,1689476961,1307750.0,-1332196.0,1055513.0,387031.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.408615708,1689476961,1297303.0,-1333942.0,1048080.0,382621.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.414312125,1689476961,1274228.0,-1332843.0,1039756.0,379447.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.414483083,1689476961,1280571.0,-1330512.0,1045875.0,383589.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.420674708,1689476961,1305708.0,-1331206.0,1055670.0,388044.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
17025.420852333,1689476961,1302641.0,-1332440.0,1051619.0,385438.0,-8388608.0,-8388608.0,-8388608.0,-8388608.0,99
